ID	Length	Taxa_id	Species	Lineage
S000690554	1420	387340	Halorubrum aquaticum	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halorubrum
S000711907	1470	368454	Halorubrum arcis	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halorubrum
S000769054	1350	413815	Halorubrum cibi	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halorubrum
S000769748	1436	416585	Halorubrum californiense	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halorubrum
S000776200	1393	406549	Halorubrum luteum	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halorubrum
S000841971	1404	425309	Halorubrum ejinorense	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halorubrum
S000842385	1470	368624	Halorubrum lipolyticum	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halorubrum
S000842633	1470	409316	Halorubrum litoreum	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halorubrum
S000964896	1369	478441	Halorubrum kocurii	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halorubrum
S000995320	1470	119434	Halorubrum tebenquichense	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halorubrum
S002032663	1470	368623	Halorubrum aidingense	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halorubrum
S002150783	1472	767634	Halorubrum gandharaense	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halorubrum
S002153651	1470	767517	Halorubrum salinum	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halorubrum
S002761935	1460	119434	Halorubrum tebenquichense	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halorubrum
S003803571	1470	1126240	Halorubrum rubrum	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halorubrum
S003923033	1470	1433523	Halorubrum laminariae	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halorubrum
S003942117	1395	1383844	Halorubrum persicum	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halorubrum
S004043970	1470	29284	Halorubrum trapanicum	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halorubrum
S004045307	1370	1364933	Halorubrum rutilum	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halorubrum
S004080842	1450	1416529	Halorubrum halophilum	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halorubrum
S004463646	1402	1383851	Halorubrum halodurans	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halorubrum
S004503897	1454	1526162	Halorubrum yunnanense	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halorubrum
S004503952	1471	1526114	Halorubrum pallidum	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halorubrum
S001263333	1432	43928	Halobaculum gomorrense	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halobaculum
S002226268	1472	43928	Halobaculum gomorrense	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halobaculum
S002441023	1472	1017351	Halobaculum magnesiiphilum	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halobaculum
S002151740	1472	699431	Halolamina pelagica	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halolamina
S003613475	1472	1220023	Halolamina salina	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halolamina
S003713654	1473	1202767	Halolamina salifodinae	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halolamina
S003920863	1473	1380430	Halolamina rubra	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halolamina
S004226174	1389	1515593	Halolamina litorea	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halolamina
S004503675	1470	1480675	Halolamina sediminis	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halolamina
S003941247	1467	755307	Salinigranum rubrum	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Salinigranum
S004045310	1366	1364937	Salinigranum salinum	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Salinigranum
S004219076	1366	1515594	Salinigranum halophilum	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Salinigranum
S002907792	1474	869891	Halohasta litorea	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halohasta
S002911547	1473	1073996	Halohasta litchfieldiae	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halohasta
S004126155	1474	869891	Halohasta litorea	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halohasta
S002914923	1440	1048396	Halopenitus persicus	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halopenitus
S003750137	1422	1267564	Halopenitus malekzadehii	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halopenitus
S004212919	1470	1198295	Halopenitus salinus	Root; Archaea; Euryarchaeota; Halobacteria; Haloferacales; Halorubraceae; Halopenitus
S003924531	1470	1419050	Natribaculum breve	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Natribaculum
S003924539	1480	1419051	Natribaculum longum	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Natribaculum
S000391782	1456	148449	Halopiger aswanensis	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Halopiger
S000690553	1365	387343	Halopiger xanaduensis	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Halopiger
S001263325	1431	387343	Halopiger xanaduensis	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Halopiger
S003713655	1472	1202768	Halopiger salifodinae	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Halopiger
S003808504	1446	1293047	Halopiger djelfimassiliensis	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Halopiger
S003808505	1444	1293048	Halopiger goleimassiliensis	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Halopiger
S000643188	1372	353800	Halostagnicola larsenii	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Halostagnicola
S001328057	1433	619731	Halostagnicola kamekurae	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Halostagnicola
S001743244	1434	691825	Halostagnicola alkaliphila	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Halostagnicola
S003611770	1428	1245458	Halostagnicola bangensis	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Halostagnicola
S000381767	1473	62320	Haloterrigena turkmenica	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Haloterrigena
S000429109	1451	121872	Haloterrigena thermotolerans	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Haloterrigena
S000478239	1472	301967	Haloterrigena saccharevitans	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Haloterrigena
S000769048	1344	413811	Haloterrigena jeotgali	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Haloterrigena
S000804571	1352	392421	Haloterrigena hispanica	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Haloterrigena
S001019511	1421	504937	Haloterrigena salina	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Haloterrigena
S001264969	1475	588898	Haloterrigena daqingensis	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Haloterrigena
S002032664	1474	370323	Haloterrigena limicola	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Haloterrigena
S002032665	1474	370324	Haloterrigena longa	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Haloterrigena
S000629096	1378	332953	Halovivax asiaticus	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Halovivax
S000701269	1379	387341	Halovivax ruber	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Halovivax
S003926818	1403	1453760	Halovivax limisalsi	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Halovivax
S004088374	1402	1487865	Halovivax cerinus	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Halovivax
S000390278	1471	123783	Natrialba hulunbeirensis	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Natrialba
S000413488	1469	64602	Natrialba asiatica	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Natrialba
S000413489	1470	160846	Natrialba taiwanensis	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Natrialba
S000414748	1466	13769	Natrialba magadii	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Natrialba
S000432890	1472	68911	Natrialba chahannaoensis	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Natrialba
S000401714	1474	222984	Natrinema altunense	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Natrinema
S000432885	1458	69525	Natrinema pellirubrum	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Natrinema
S000432887	1463	69527	Natrinema pallidum	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Natrinema
S000469283	1438	88724	Natrinema versiforme	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Natrinema
S000650724	1418	373386	Natrinema ejinorense	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Natrinema
S000775279	1405	419186	Natrinema gari	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Natrinema
S003290970	1460	1186196	Natrinema salaciae	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Natrinema
S000469302	1435	130048	Halobiforma nitratireducens	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Halobiforma
S000483690	1457	148448	Halobiforma haloterrestris	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Halobiforma
S000500773	1471	229731	Halobiforma lacisalsi	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Halobiforma
S000380811	1467	44930	Natronobacterium gregoryi	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Natronobacterium
S002957071	1355	1095778	Natronobacterium texcoconense	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Natronobacterium
S000414870	1464	29288	Natronococcus occultus	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Natronococcus
S000769046	1318	413812	Natronococcus jeotgali	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Natronococcus
S000335333	1435	253108	Natronolimnobius baerhuensis	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Natronolimnobius
S000335335	1435	253107	Natronolimnobius innermongolicus	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Natronolimnobius
S000381769	1474	63128	Natronorubrum tibetense	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Natronorubrum
S000414802	1475	61858	Natronorubrum bangense	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Natronorubrum
S001353227	1371	640943	Natronorubrum sediminis	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Natronorubrum
S002032662	1473	348826	Natronorubrum aibiense	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Natronorubrum
S002032666	1475	388259	Natronorubrum sulfidifaciens	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Natronorubrum
S002989040	1394	1095776	Natronorubrum texcoconense	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; Natronorubrum
S003659914	1474	1052014	Natronococcus roseus	Root; Archaea; Euryarchaeota; Halobacteria; Natrialbales; Natrialbaceae; unclassified_Natrialbaceae
S004450744	1441	1586232	Halovarius luteus	Root; Archaea; Euryarchaeota; Halobacteria; unclassified_Halobacteria
S000358438	1333	256826	Methanobacterium aarhusense	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium
S000388434	1376	2162	Methanobacterium formicicum	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium
S000389729	1453	118062	Methanobacterium congolense	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium
S000401547	1260	2161	Methanobacterium bryantii	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium
S000428742	1414	2171	Methanobacterium palustre	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium
S000428801	1428	83565	Methanobacterium espanolae	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium
S000428802	1417	2163	Methanobacterium ivanovii	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium
S000652808	1446	69540	Methanobacterium oryzae	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium
S000691979	1434	386456	Methanobacterium arcticum	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium
S000712402	1413	392018	Methanobacterium alcaliphilum	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium
S000824488	1347	408577	Methanobacterium veterum	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium
S000964657	1465	483896	Methanobacterium kanagiense	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium
S000981596	1443	493461	Methanobacterium movens	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium
S001349959	1416	392018	Methanobacterium alcaliphilum	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium
S001872412	1392	710190	Methanobacterium petrolearium	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium
S001872413	1412	710191	Methanobacterium ferruginis	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium
S001872425	1416	83983	Methanobacterium uliginosum	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium
S002221823	1444	490098	Methanobacterium flexile	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium
S002233709	1351	877455	Methanobacterium lacus	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium
S002913429	1347	1036678	Methanobacterium movilense	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium
S003751198	1405	83565	Methanobacterium espanolae	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium
S004453320	1411	1615586	Methanobacterium aggregans	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobacterium
S000389874	1359	120963	Methanobrevibacter acididurans	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter
S000401555	1268	39441	Methanobrevibacter arboriphilus	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter
S000401556	1260	83816	Methanobrevibacter ruminantium	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter
S000437582	1314	47311	Methanobrevibacter cuticularis	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter
S000437792	1343	420247	Methanobrevibacter smithii	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter
S000437795	1268	190975	Methanobrevibacter thaueri	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter
S000437796	1335	190976	Methanobrevibacter woesei	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter
S000437797	1328	190974	Methanobrevibacter gottschalkii	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter
S000437799	1366	190977	Methanobrevibacter wolinii	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter
S000438018	1364	49547	Methanobrevibacter curvatus	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter
S000438508	1363	55758	Methanobrevibacter filiformis	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter
S000548389	1266	294671	Methanobrevibacter olleyae	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter
S003277700	1475	66851	Methanobrevibacter oralis	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter
S003720070	1274	1214066	Methanobrevibacter boviskoreani	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter
S003257859	1486	1077256	Methanosphaera cuniculi	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanosphaera
S004069098	1476	339860	Methanosphaera stadtmanae	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanosphaera
S004069099	1476	339860	Methanosphaera stadtmanae	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanosphaera
S004069100	1476	339860	Methanosphaera stadtmanae	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanosphaera
S004069101	1476	339860	Methanosphaera stadtmanae	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanosphaera
S000334730	1446	145261	Methanothermobacter wolfeii	Root; Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanothermobacter
